Timestamp,MagnX,MagnY,MagnZ
,-49.689,-59.119,-189.164
,-50.221,-60.874,-188.491
,-50.068,-57.721,-188.493
,-55.259,-55.244,-188.44
24145.0,-56.481,-53.429,-187.129
,-59.766,-49.38,-183.726
,-63.401,-49.287,-183.545
,-68.905,-44.638,-183.525
,-70.89,-45.108,-184.576
,-72.486,-41.613,-181.282
,-71.53,-47.087,-182.119
,-71.935,-44.094,-181.445
24221.0,-70.739,-45.076,-180.085
,-75.251,-43.252,-180.573
,-77.136,-42.38,-179.004
,-76.688,-45.364,-178.414
,-76.993,-45.27,-175.171
,-79.278,-40.644,-175.458
,-79.111,-43.049,-174.763
,-82.807,-42.409,-174.064
24297.0,-82.153,-40.628,-171.09
,-82.269,-39.253,-168.742
,-85.34,-37.398,-168.253
,-85.013,-39.008,-165.456
,-84.24,-36.441,-161.642
,-85.455,-36.224,-160.894
,-86.63,-33.358,-159.678
,-87.145,-33.231,-156.567
24373.0,-88.234,-34.106,-156.715
,-87.016,-31.604,-151.934
,-89.05,-29.364,-149.0
,-87.258,-30.658,-143.354
,-87.989,-29.736,-143.185
,-88.506,-31.208,-140.92
,-90.756,-29.215,-139.43
,-89.802,-32.25,-136.049
24449.0,-85.249,-31.346,-128.91
,-86.491,-30.575,-126.662
,-85.853,-30.397,-124.953
,-84.497,-35.384,-123.883
,-84.37,-34.877,-123.934
,-84.776,-32.645,-120.592
,-82.782,-33.494,-118.933
,-84.991,-33.092,-117.025
24525.0,-80.642,-37.792,-115.644
,-79.829,-37.096,-112.582
,-80.566,-37.496,-112.228
,-81.23,-35.52,-111.593
,-80.662,-39.317,-110.868
,-80.873,-39.283,-111.0
,-79.734,-39.996,-110.153
,-80.959,-41.102,-109.36
24601.0,-80.68,-43.281,-110.309
,-76.425,-43.961,-106.673
,-73.767,-42.266,-104.427
,-71.203,-44.272,-102.697
,-71.071,-43.483,-101.437
,-67.932,-44.004,-100.289
,-64.298,-45.899,-96.303
,-63.477,-46.041,-96.474
24677.0,-60.189,-47.65,-95.519
,-54.189,-48.391,-94.149
,-50.644,-50.305,-92.83
,-49.182,-51.868,-91.995
,-48.516,-52.244,-91.786
,-46.891,-55.173,-91.895
,-47.428,-52.689,-91.311
,-45.836,-55.904,-93.574
24752.0,-42.747,-58.516,-90.834
,-42.388,-60.198,-93.237
,-40.038,-56.33,-90.885
,-35.483,-57.384,-91.803
,-34.474,-57.286,-91.372
,-34.789,-58.034,-91.923
,-30.055,-61.769,-92.897
,-26.659,-62.874,-92.555
24828.0,-25.291,-64.178,-93.356
,-21.695,-70.679,-97.897
,-22.184,-72.225,-100.971
,-17.207,-77.028,-99.333
,-16.981,-80.058,-105.339
,-18.764,-79.803,-109.207
,-11.313,-84.471,-105.458
,-15.39,-83.833,-109.944
24904.0,-12.736,-89.098,-113.278
,-11.171,-90.999,-116.71
,-9.157,-94.563,-119.878
,-9.027,-94.894,-123.302
,-12.005,-93.377,-127.359
,-10.529,-99.257,-132.337
,-10.218,-97.749,-134.595
,-9.809,-96.78,-136.248
24980.0,-9.896,-98.399,-139.619
,-8.923,-96.988,-140.637
,-6.311,-97.943,-139.001
,-6.261,-95.572,-139.422
,-8.864,-98.374,-144.668
,-6.829,-99.013,-146.757
,-10.958,-98.386,-152.787
,-13.321,-96.697,-155.836
25056.0,-16.279,-98.656,-162.051
,-19.181,-100.043,-164.24
,-21.755,-94.08,-167.371
,-23.377,-96.23,-170.686
,-23.934,-95.07,-170.336
,-22.152,-96.165,-169.981
,-23.782,-93.238,-170.012
,-23.395,-95.954,-170.076
25132.0,-26.003,-94.998,-171.571
,-25.627,-94.797,-171.538
,-27.841,-93.636,-172.439
,-25.709,-92.655,-170.877
,-27.757,-98.697,-173.477
,-28.068,-96.245,-172.339
,-29.968,-95.936,-173.533
,-32.389,-95.019,-175.598
25208.0,-30.874,-95.532,-174.717
,-33.051,-95.683,-174.169
,-34.994,-96.703,-176.299
,-37.221,-95.265,-176.45
,-42.365,-96.258,-177.713
,-44.922,-96.891,-178.509
,-47.908,-94.258,-178.162
,-50.404,-94.117,-179.803
25284.0,-46.751,-96.288,-176.427
,-50.094,-98.371,-176.774
,-50.989,-97.685,-176.506
,-49.7,-99.206,-174.682
,-53.379,-99.122,-175.764
,-55.041,-100.162,-175.656
,-55.364,-100.352,-174.146
,-58.535,-99.278,-173.934
25360.0,-58.438,-101.138,-173.003
,-61.786,-99.262,-174.611
,-61.493,-101.159,-173.968
,-64.567,-98.264,-175.116
,-64.769,-98.227,-174.968
,-64.455,-98.8,-174.09
,-64.994,-97.636,-173.18
,-67.386,-96.714,-174.402
25436.0,-67.755,-95.594,-174.621
,-68.97,-95.657,-175.045
,-68.359,-94.444,-175.675
,-68.337,-95.76,-174.647
,-70.042,-93.609,-174.254
,-69.888,-94.416,-173.137
,-72.844,-93.935,-174.994
,-74.858,-95.171,-174.218
25512.0,-74.637,-94.923,-172.634
,-74.941,-94.83,-169.391
,-74.121,-96.013,-168.064
,-79.59,-98.516,-167.49
,-80.886,-95.598,-163.74
,-81.446,-98.12,-161.239
,-81.353,-99.14,-156.935
,-80.775,-98.896,-150.867
25588.0,-83.0,-100.859,-147.556
,-83.036,-99.747,-143.994
,-83.24,-97.552,-140.8
,-82.165,-97.92,-134.564
,-81.354,-98.825,-132.346
,-80.773,-99.7,-130.823
,-77.993,-101.739,-128.82
,-77.785,-100.174,-127.983
25664.0,-77.322,-102.114,-128.47
,-78.892,-100.494,-126.35
,-77.904,-102.0,-127.325
,-78.114,-100.645,-127.784
,-76.444,-100.924,-127.284
,-78.188,-99.821,-126.516
,-78.622,-97.875,-125.187
,-77.221,-100.213,-123.508
25740.0,-79.027,-99.403,-125.735
,-76.315,-99.297,-122.651
,-73.156,-98.493,-121.268
,-72.758,-99.048,-117.864
,-69.453,-97.733,-115.971
,-70.234,-99.462,-116.553
,-70.22,-99.459,-116.132
,-67.301,-99.668,-114.226
25816.0,-69.663,-100.898,-117.652
,-69.385,-99.598,-115.881
,-66.761,-98.951,-113.121
,-63.565,-98.42,-111.786
,-62.895,-98.794,-111.437
,-61.89,-98.417,-109.975
,-60.981,-99.38,-110.993
,-61.088,-98.284,-109.536
25892.0,-61.788,-99.235,-110.401
,-58.615,-98.429,-108.597
,-58.295,-97.68,-107.905
,-59.381,-99.114,-110.255
,-60.363,-96.287,-109.467
,-56.81,-99.518,-107.54
,-56.167,-94.82,-104.469
,-56.028,-97.23,-104.617
25967.0,-54.764,-94.796,-104.614
,-54.186,-94.071,-102.387
,-55.336,-90.16,-101.966
,-52.941,-92.962,-102.619
,-52.521,-94.631,-103.198
,-52.411,-92.527,-102.966
,-51.59,-97.189,-104.359
,-53.199,-92.937,-104.155
26043.0,-49.482,-91.693,-102.277
,-50.41,-94.974,-101.871
,-48.485,-89.718,-100.251
,-48.186,-95.093,-102.188
,-49.656,-91.931,-102.458
,-51.887,-94.454,-101.629
,-51.896,-94.456,-101.91
,-53.672,-92.04,-102.451
26119.0,-52.248,-93.612,-102.739
,-52.106,-93.101,-102.369
,-50.055,-91.857,-102.022
,-49.401,-90.636,-101.389
,-44.335,-91.74,-99.376
,-47.923,-86.356,-99.239
,-42.181,-91.034,-98.284
,-45.19,-88.405,-98.639
26195.0,-44.973,-87.398,-99.864
,-41.444,-86.114,-97.417
,-40.85,-87.825,-98.986
,-37.263,-85.769,-97.524
,-36.225,-89.145,-98.97
,-37.109,-86.095,-100.246
,-33.162,-84.882,-97.674
,-31.925,-86.694,-98.565
26271.0,-29.172,-87.698,-98.901
,-27.453,-85.886,-99.993
,-24.725,-79.455,-99.432
,-23.5,-78.63,-101.397
,-19.492,-77.202,-102.012
,-15.728,-75.467,-102.571
,-8.622,-72.969,-102.456
,-8.079,-65.17,-106.965
26347.0,-2.815,-64.511,-109.407
,-1.629,-64.533,-116.007
,0.247,-64.925,-121.697
,1.676,-66.015,-125.685
,2.709,-60.911,-127.17
,2.578,-59.619,-131.426
,2.177,-57.185,-132.954
,3.021,-57.322,-132.424
26423.0,4.628,-59.214,-134.592
,2.341,-56.469,-136.894
,3.895,-56.212,-137.56
,1.667,-55.334,-140.053
,3.322,-51.655,-141.094
,2.785,-52.931,-144.401
,1.131,-51.049,-143.635
,-0.004,-49.854,-148.182
26499.0,-2.125,-49.792,-150.961
,-3.271,-46.44,-152.742
,-1.776,-44.036,-152.046
,-5.339,-45.327,-155.475
,-3.979,-46.352,-155.385
,-4.717,-42.792,-156.151
,-5.619,-43.987,-158.039
,-9.053,-42.889,-159.504
26575.0,-10.455,-41.873,-160.856
,-13.572,-39.266,-164.439
,-13.956,-38.149,-165.079
,-14.514,-37.27,-165.901
,-17.897,-37.762,-166.666
,-17.5,-39.156,-166.776
,-19.99,-37.974,-169.774
,-17.877,-41.237,-168.825
26651.0,-22.279,-37.59,-170.251
,-21.789,-39.524,-169.896
,-22.306,-35.995,-170.249
,-22.414,-36.499,-169.636
,-25.228,-35.027,-174.964
,-27.672,-34.596,-173.89
,-27.313,-37.038,-173.624
,-26.891,-37.107,-173.359
26727.0,-28.035,-36.115,-173.175
,-29.56,-36.645,-172.839
,-29.673,-36.389,-175.036
,-33.154,-32.102,-176.355
,-32.072,-37.347,-178.414
,-30.154,-38.973,-176.331
,-31.432,-35.849,-177.031
,-32.561,-34.854,-176.426
26803.0,-32.165,-37.568,-176.209
,-33.977,-33.28,-175.857
,-31.892,-36.549,-175.75
,-35.102,-37.083,-177.505
,-34.928,-32.046,-174.931
,-35.618,-36.475,-178.235
,-35.585,-36.748,-178.424
,-33.622,-39.203,-178.452
26878.0,-35.38,-38.103,-178.105
,-33.297,-38.173,-176.449
,-33.247,-40.322,-178.092
,-34.961,-36.853,-178.307
,-37.319,-39.123,-180.095
,-39.379,-39.048,-181.049
,-38.861,-37.777,-178.304
,-40.007,-38.664,-180.136
26954.0,-44.199,-40.891,-182.325
,-47.447,-37.674,-181.313
,-48.364,-39.913,-182.124
,-51.679,-38.03,-182.749
,-54.339,-37.286,-180.777
,-56.42,-36.377,-178.92
,-60.54,-36.508,-181.999
,-60.446,-36.488,-179.193
27030.0,-62.284,-35.125,-180.06
,-62.942,-36.068,-179.662
,-67.482,-35.291,-179.494
,-68.913,-31.281,-175.129
,-72.468,-30.131,-174.06
,-72.664,-28.974,-169.087
,-73.206,-31.772,-167.197
,-74.604,-31.514,-165.74
27106.0,-76.996,-27.112,-164.242
,-76.743,-27.138,-162.847
,-75.219,-28.409,-159.017
,-78.464,-22.551,-158.658
,-78.267,-22.308,-157.775
,-75.662,-22.426,-152.907
,-76.157,-24.173,-151.11
,-77.136,-23.225,-152.197
27182.0,-78.21,-23.258,-148.411
,-77.872,-22.785,-148.329
,-78.236,-21.865,-143.397
,-77.288,-21.219,-142.448
,-76.343,-24.256,-139.348
,-76.881,-23.092,-138.437
,-78.297,-22.279,-135.2
,-75.201,-19.05,-131.424
27258.0,-74.572,-23.114,-130.045
,-76.338,-20.416,-129.135
,-75.071,-20.622,-128.339
,-71.79,-24.034,-123.358
,-72.245,-20.212,-120.715
,-69.507,-22.26,-119.975
,-69.805,-20.085,-119.587
,-67.061,-20.531,-117.862
27334.0,-67.142,-21.588,-118.75
,-66.659,-26.164,-117.882
,-64.469,-23.291,-112.621
,-63.599,-26.343,-111.766
,-64.197,-28.593,-109.217
,-68.134,-29.525,-110.337
,-63.554,-33.415,-104.749
,-62.417,-37.05,-104.42
27410.0,-62.211,-32.565,-103.206
,-60.766,-32.532,-102.088
,-60.411,-34.696,-100.792
,-58.761,-36.019,-99.355
,-56.776,-35.83,-99.475
,-55.983,-31.458,-99.266
,-58.587,-35.301,-103.014
,-58.334,-35.326,-101.618
27486.0,-55.984,-36.258,-101.659
,-53.732,-36.091,-99.962
,-53.049,-38.063,-100.036
,-50.494,-35.83,-98.536
,-46.472,-35.16,-96.061
,-44.432,-35.518,-96.839
,-42.754,-37.395,-96.903
,-36.562,-38.176,-95.961
27562.0,-33.764,-41.05,-96.91
,-30.378,-37.917,-96.798
,-25.224,-40.402,-97.973
,-23.357,-44.197,-100.481
,-21.72,-45.042,-103.306
,-17.854,-44.606,-100.45
,-16.156,-45.439,-101.45
,-16.232,-45.454,-103.696
27638.0,-15.536,-49.024,-104.193
,-13.435,-49.369,-103.147
,-9.678,-50.556,-104.364
,-9.84,-48.151,-104.918
,-8.609,-51.285,-105.621
,-7.913,-49.574,-107.566
,-5.276,-48.722,-109.395
,-4.42,-51.017,-111.63
27714.0,-4.204,-50.569,-115.197
,-3.698,-50.419,-117.417
,-2.524,-49.325,-119.754
,-1.758,-52.399,-121.986
,-0.11,-50.601,-125.183
,0.826,-48.158,-128.822
,1.548,-48.321,-131.94
,0.583,-50.368,-139.165
27790.0,-0.973,-44.304,-141.585
,-1.289,-45.612,-144.478
,-2.132,-43.674,-149.175
,-3.91,-42.858,-150.561
,-3.775,-44.229,-152.347
,-4.24,-44.169,-153.875
,-5.091,-42.153,-152.671
,-7.661,-40.149,-154.541
27866.0,-5.784,-40.183,-152.878
,-7.235,-41.537,-153.809
,-5.89,-38.046,-152.919
,-7.375,-36.487,-154.455
,-12.441,-38.863,-159.188
,-10.191,-37.096,-156.787
,-11.619,-37.684,-159.685
,-11.698,-37.142,-159.729
27942.0,-11.487,-37.176,-159.596
,-15.537,-33.332,-161.691
,-13.77,-31.23,-160.209
,-13.068,-33.198,-159.721
,-16.015,-32.995,-162.469
,-15.405,-37.623,-163.995
,-13.278,-36.363,-161.403
,-15.764,-35.181,-164.26
28018.0,-20.918,-33.256,-165.427
,-17.156,-34.162,-165.332
,-17.579,-34.854,-162.929
,-17.618,-35.421,-166.393
,-17.205,-35.492,-166.409
,-18.122,-37.731,-167.22
,-16.116,-40.177,-165.985
,-16.403,-39.878,-167.192
28094.0,-17.387,-38.651,-167.248
,-17.65,-34.869,-165.034
,-17.238,-36.26,-164.722
,-19.59,-37.208,-166.697
,-15.927,-38.616,-165.709
,-17.707,-35.921,-165.22
,-17.094,-37.628,-166.227
,-17.228,-34.937,-164.768
28169.0,-19.039,-35.449,-166.809
,-18.813,-34.16,-166.582
,-22.246,-32.783,-166.876
,-20.481,-32.001,-165.067
,-20.846,-31.921,-163.648
,-22.34,-28.763,-164.621
,-23.492,-27.213,-162.376
,-23.367,-28.306,-163.271
28245.0,-23.156,-28.34,-163.139
,-22.158,-26.085,-159.942
,-20.736,-30.297,-159.576
,-22.025,-24.737,-156.339
,-21.456,-24.014,-154.392
,-19.86,-23.469,-152.624
,-19.239,-26.215,-151.853
,-18.741,-25.507,-152.012
28321.0,-16.884,-22.345,-149.361
,-16.748,-26.636,-151.524
,-16.014,-29.157,-152.397
,-13.115,-29.37,-151.052
,-11.594,-33.36,-152.751
,-13.795,-32.756,-155.573
,-11.274,-36.371,-155.95
,-8.189,-33.703,-154.797
28397.0,-7.912,-38.243,-153.921
,-9.689,-37.428,-155.307
,-6.076,-36.966,-153.848
,-8.974,-39.953,-156.741
,-7.227,-38.135,-156.991
,-6.566,-42.752,-156.973
,-7.859,-41.231,-158.937
,-5.799,-45.546,-158.034
28473.0,-8.245,-42.475,-157.753
,-7.498,-45.833,-161.718
,-5.072,-45.428,-159.84
,-8.669,-43.246,-161.532
,-10.71,-43.727,-164.267
,-10.21,-41.139,-162.41
,-11.05,-45.801,-165.193
,-10.877,-45.843,-166.183
28549.0,-11.04,-44.478,-165.239
,-14.206,-43.963,-167.23
,-14.676,-43.905,-168.898
,-14.63,-45.495,-168.339
,-20.236,-44.347,-174.126
,-20.303,-45.401,-174.593
,-20.987,-44.47,-173.022
,-21.86,-44.618,-175.565
28625.0,-24.631,-42.857,-178.459
,-27.722,-45.526,-179.752
,-27.715,-43.925,-178.768
,-28.514,-45.378,-178.74
,-30.344,-45.613,-180.171
,-34.552,-49.164,-182.454
,-33.062,-46.482,-180.727
,-41.368,-47.518,-186.182
28701.0,-44.272,-48.067,-184.998
,-44.356,-47.245,-184.011
,-47.177,-47.855,-186.484
,-45.627,-47.04,-184.948
,-50.164,-46.822,-186.981
,-44.772,-50.095,-184.514
,-51.089,-47.182,-186.058
,-51.239,-47.135,-184.366
28777.0,-53.177,-48.154,-186.356
,-55.647,-49.328,-186.828
,-55.402,-49.356,-185.713
,-61.378,-47.289,-186.709
,-59.513,-50.245,-185.843
,-63.199,-48.563,-186.361
,-62.874,-51.012,-187.078
,-63.965,-49.729,-184.18
28853.0,-64.208,-48.381,-185.622
,-63.574,-48.484,-185.224
,-65.615,-48.406,-185.617
,-64.988,-49.83,-185.032
,-68.108,-49.305,-185.619
,-68.394,-49.768,-184.157
,-72.382,-45.631,-183.257
,-73.388,-47.049,-183.221
28929.0,-75.924,-45.798,-181.44
,-76.333,-46.767,-179.787
,-79.488,-43.81,-177.139
,-79.011,-46.027,-178.376
,-82.234,-41.204,-175.817
,-82.438,-43.529,-173.845
,-85.671,-43.508,-173.96
,-84.809,-46.003,-171.043
29005.0,-87.601,-49.806,-174.222
,-87.918,-52.636,-171.778
,-91.198,-53.666,-171.798
,-93.201,-53.3,-169.897
,-91.174,-53.862,-166.085
,-94.526,-55.186,-169.382
,-93.76,-54.221,-166.552
,-95.314,-55.317,-169.4
29081.0,-93.307,-51.923,-167.27
,-93.352,-54.573,-167.879
,-92.783,-48.569,-167.38
,-92.581,-48.326,-166.356
,-95.598,-48.898,-168.54
,-91.074,-47.52,-166.083
,-90.634,-44.665,-164.879
,-91.872,-44.173,-163.662
29157.0,-93.834,-40.117,-162.79
,-93.688,-40.087,-158.44
,-95.315,-43.278,-160.397
,-93.347,-41.973,-156.393
,-94.249,-43.649,-154.441
,-96.289,-46.49,-155.212
,-96.382,-41.911,-150.615
,-95.733,-44.931,-150.173
29233.0,-95.719,-41.169,-145.861
,-95.319,-40.403,-142.784
,-95.013,-39.657,-142.514
,-93.667,-40.405,-141.674
,-91.59,-41.517,-138.661
,-92.751,-38.928,-138.194
,-93.667,-39.846,-139.332
,-92.129,-36.874,-135.03
29309.0,-93.788,-34.993,-134.406
,-91.807,-34.244,-132.324
,-91.044,-36.2,-130.012
,-88.341,-36.095,-127.208
,-84.985,-35.81,-122.273
,-86.25,-38.524,-123.447
,-83.761,-36.226,-117.729
,-82.092,-37.545,-115.731
29384.0,-80.681,-35.081,-111.378
,-78.382,-35.184,-109.449
,-76.307,-38.175,-108.451
,-74.714,-40.55,-107.201
,-69.424,-38.766,-104.257
,-67.543,-39.079,-103.624
,-61.303,-39.569,-100.108
,-60.633,-40.224,-100.929
29460.0,-60.813,-37.543,-100.873
,-60.808,-37.542,-100.733
,-57.803,-39.892,-99.347
,-53.317,-38.801,-99.184
,-50.675,-38.71,-98.204
,-50.332,-38.235,-97.982
,-47.304,-40.86,-97.066
,-45.498,-40.909,-97.507
29536.0,-42.769,-38.439,-95.826
,-43.181,-37.608,-98.479
,-40.094,-37.58,-96.533
,-34.153,-40.974,-96.193
,-32.877,-40.698,-98.956
,-31.535,-41.168,-97.086
,-28.229,-42.772,-95.57
,-28.456,-44.341,-96.968
29612.0,-29.569,-45.222,-97.818
,-29.128,-45.007,-95.82
,-25.934,-46.076,-95.33
,-28.974,-45.613,-99.713
,-25.881,-44.264,-97.953
,-22.469,-44.046,-97.516
,-22.455,-43.562,-100.935
,-22.916,-39.541,-103.444
29688.0,-19.015,-37.576,-104.944
,-18.744,-38.437,-106.5
,-14.68,-41.798,-107.824
,-12.968,-38.107,-107.182
,-10.092,-37.564,-109.207
,-10.971,-38.273,-114.234
,-8.772,-39.717,-114.925
,-8.968,-38.64,-116.134
29764.0,-7.179,-37.092,-116.293
,-5.98,-43.153,-118.356
,-6.05,-43.168,-120.461
,-5.715,-36.575,-118.454
,-4.054,-41.376,-119.456
,-3.552,-40.186,-123.314
,-3.453,-39.964,-125.378
,-3.449,-40.523,-127.58
29840.0,-0.898,-41.211,-126.597
,-1.261,-42.809,-132.065
,0.956,-45.289,-130.697
,0.262,-43.879,-133.246
,-0.092,-41.715,-134.543
,0.522,-45.861,-139.768
,1.125,-48.13,-143.398
,2.173,-45.663,-143.669
29916.0,-0.59,-49.741,-147.177
,0.732,-50.774,-148.21
,0.149,-51.78,-151.749
,0.239,-50.721,-150.58
,-2.702,-49.476,-154.686
,-2.789,-52.135,-156.558
,-4.212,-52.722,-159.317
,-6.089,-52.968,-162.151
29992.0,-5.012,-55.015,-162.802
,-9.082,-56.534,-170.193
,-11.629,-55.845,-171.035
,-10.011,-56.896,-169.41
,-14.728,-52.955,-172.885
,-14.478,-51.941,-173.128
,-15.201,-52.618,-173.523
,-15.76,-53.059,-174.018
30068.0,-17.655,-52.749,-175.072
,-20.361,-55.494,-177.223
,-20.342,-55.49,-176.662
,-19.162,-53.555,-175.345
,-23.715,-50.699,-178.594
,-24.857,-52.627,-178.787
,-26.432,-55.047,-181.869
,-29.291,-56.425,-182.796
30144.0,-28.995,-51.441,-182.755
,-32.491,-52.438,-183.048
,-30.612,-49.831,-182.038
,-32.213,-46.898,-181.227
,-37.045,-46.103,-183.577
,-36.312,-45.145,-181.73
,-36.937,-46.36,-181.521
,-40.059,-43.195,-182.901
30220.0,-40.701,-42.534,-181.238
,-39.581,-40.052,-179.404
,-40.482,-39.647,-180.447
,-44.245,-40.341,-181.386
,-44.177,-37.687,-180.075
,-45.583,-36.671,-181.568
,-44.952,-34.615,-178.123
,-45.876,-34.214,-179.869
30295.0,-48.981,-33.407,-178.863
,-49.299,-32.276,-177.539
,-49.802,-32.984,-177.521
,-51.347,-30.599,-177.369
,-52.79,-28.751,-176.471
,-54.099,-29.035,-174.69
,-56.919,-24.565,-173.598
,-57.414,-26.872,-174.144
30371.0,-59.543,-25.973,-173.69
,-58.708,-25.833,-172.269
,-62.056,-24.438,-170.037
,-61.9,-24.405,-165.406
,-65.663,-24.059,-167.842
,-65.625,-23.771,-165.549
,-65.206,-23.001,-161.91
,-65.44,-22.692,-161.574
30447.0,-66.178,-19.612,-158.499
,-66.592,-20.862,-158.157
,-66.891,-18.966,-158.941
,-66.839,-18.955,-157.397
,-65.273,-15.496,-156.094
,-65.672,-16.463,-154.16
,-65.231,-16.248,-152.162
,-62.43,-16.682,-148.753
30523.0,-62.776,-15.557,-148.271
,-60.496,-16.145,-143.063
,-60.804,-14.732,-140.287
,-59.213,-14.949,-135.991
,-62.188,-10.712,-134.519
,-60.065,-13.694,-132.118
,-57.821,-17.209,-128.41
,-59.566,-17.427,-127.315
30599.0,-59.849,-14.689,-124.165
,-57.179,-18.551,-121.222
,-55.48,-18.544,-118.709
,-56.091,-20.517,-115.41
,-52.97,-24.443,-111.36
,-53.708,-25.603,-108.337
,-50.252,-28.497,-102.004
,-49.53,-33.381,-101.332
30675.0,-46.324,-36.528,-97.426
,-44.458,-43.445,-95.44
,-42.636,-50.371,-94.718
,-42.645,-50.373,-94.998
,-39.28,-49.325,-92.452
,-38.202,-50.812,-90.76
,-40.553,-55.721,-91.615
,-35.401,-60.287,-89.795
30751.0,-41.578,-61.943,-94.533
,-36.986,-67.71,-90.539
,-38.304,-72.035,-94.101
,-35.196,-74.923,-91.97
,-35.111,-74.424,-93.284
,-35.196,-82.922,-95.912
,-37.543,-83.87,-97.746
,-33.764,-86.372,-97.935
30827.0,-35.131,-88.548,-99.853
,-33.93,-92.527,-104.912
,-33.147,-96.917,-106.257
,-33.385,-100.368,-109.951
,-34.542,-101.818,-114.406
,-31.676,-106.837,-116.436
,-34.054,-106.192,-118.408
,-33.058,-108.535,-122.616
30903.0,-30.147,-107.426,-121.317
,-34.848,-110.441,-129.811
,-31.268,-109.987,-129.333
,-30.344,-110.947,-129.93
,-29.776,-114.543,-134.216
,-34.663,-112.44,-138.577
,-32.163,-108.339,-136.746
,-31.931,-110.248,-137.927
30979.0,-30.869,-112.858,-141.34
,-32.086,-110.001,-141.386
,-32.01,-109.505,-142.981
,-31.661,-112.229,-144.167
,-33.561,-111.92,-145.362
,-32.049,-110.072,-146.446
,-33.007,-110.999,-148.847
,-33.089,-108.376,-152.026
31055.0,-30.505,-109.337,-151.233
,-32.761,-103.945,-153.346
,-31.536,-108.4,-153.863
,-31.597,-108.133,-154.516
,-32.36,-110.138,-155.708
,-33.905,-106.991,-158.224
,-33.853,-107.26,-157.851
,-31.932,-109.445,-157.971
31131.0,-35.096,-106.289,-160.615
,-36.557,-107.925,-162.998
,-36.015,-105.407,-166.06
,-34.495,-105.157,-167.708
,-34.311,-99.156,-172.533
,-35.515,-97.136,-175.671
,-33.142,-92.782,-176.458
,-33.037,-91.239,-178.708
31207.0,-31.868,-85.625,-179.964
,-31.922,-82.716,-181.13
,-34.129,-80.514,-183.388
,-33.886,-76.861,-184.565
,-31.488,-76.462,-183.529
,-33.189,-73.549,-185.665
,-36.026,-67.763,-185.461
,-32.99,-67.466,-183.887
31283.0,-34.676,-64.271,-184.431
,-32.667,-63.036,-185.347
,-35.989,-64.075,-186.63
,-36.725,-58.634,-185.38
,-37.781,-58.462,-186.044
,-38.745,-56.951,-184.367
,-40.09,-55.162,-186.705
,-40.241,-51.154,-186.134
31359.0,-43.156,-47.745,-186.351
,-44.665,-46.952,-185.92
,-42.034,-43.383,-182.501
,-42.118,-38.601,-182.634
,-44.327,-37.159,-182.223
,-43.724,-35.109,-179.621
,-43.923,-33.192,-177.458
,-44.37,-34.169,-176.927
31435.0,-45.756,-32.309,-174.345
,-46.994,-31.057,-175.797
,-48.605,-32.646,-176.488
,-49.081,-30.429,-175.251
,-50.583,-26.994,-175.333
,-51.561,-28.405,-174.455
,-53.516,-27.549,-174.991
,-54.68,-28.641,-172.373
31511.0,-55.687,-26.579,-169.618
,-57.946,-24.588,-168.409
,-57.434,-23.878,-168.146
,-62.01,-21.228,-167.085
,-60.704,-19.826,-164.322
,-60.438,-21.449,-163.349
,-60.381,-16.637,-159.272
,-60.5,-18.463,-158.614
31586.0,-60.832,-17.335,-157.711
,-61.326,-14.562,-154.693
,-61.604,-16.343,-152.623
,-61.849,-17.356,-152.241
,-62.132,-14.618,-149.09
,-62.977,-14.48,-149.621
,-63.637,-13.264,-146.176
,-64.795,-17.555,-144.967
31662.0,-64.106,-13.406,-142.834
,-63.843,-18.71,-139.71
,-65.797,-16.253,-139.402
,-66.85,-18.161,-136.929
,-64.435,-19.84,-132.337
,-68.249,-15.185,-130.084
,-67.465,-15.257,-125.196
,-66.969,-17.391,-119.689
31738.0,-67.947,-20.123,-118.485
,-65.563,-24.448,-114.081
,-63.896,-27.367,-112.927
,-62.374,-25.998,-109.891
,-57.526,-29.43,-106.326
,-60.583,-27.852,-106.587
,-58.717,-29.208,-104.877
,-56.103,-33.083,-103.619
31814.0,-55.106,-35.348,-101.644
,-51.859,-35.085,-99.937
,-49.347,-38.142,-98.252
,-46.534,-36.214,-96.387
,-47.348,-38.229,-99.122
,-42.836,-39.493,-96.293
,-41.717,-41.531,-95.68
,-39.627,-39.519,-96.879
31890.0,-37.579,-42.236,-95.552
,-34.755,-42.465,-96.453
,-30.808,-45.771,-95.103
,-31.405,-42.74,-94.001
,-31.481,-42.756,-96.246
,-31.692,-42.722,-96.379
,-29.471,-45.761,-97.213
,-29.758,-46.783,-98.093
31966.0,-25.635,-47.211,-97.215
,-26.335,-47.882,-96.909
,-20.405,-52.879,-97.694
,-20.216,-51.878,-99.761
,-19.718,-46.37,-97.526
,-18.927,-48.119,-99.384
,-16.65,-51.426,-99.705
,-15.175,-53.547,-100.792
32042.0,-13.972,-52.166,-101.116
,-12.065,-58.874,-102.878
,-10.311,-55.454,-102.144
,-9.409,-58.018,-104.146
,-7.645,-57.796,-104.679
,-8.299,-59.298,-106.483
,-7.431,-59.99,-107.593
,-5.106,-61.967,-106.838
32118.0,-6.891,-59.553,-107.659
,-5.0,-58.544,-107.073
,-4.056,-62.419,-107.486
,-2.915,-65.572,-110.856
